loan_id,dob_ssn,zipcode,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,event_timestamp,created_timestamp,city,state,location_type,tax_returns_filed,population,total_wages,credit_card_due,mortgage_due,student_loan_due,vehicle_loan_due,hard_pulls,missed_payments_2y,missed_payments_1y,missed_payments_6m,bankruptcies
37857,19471221_8800,29610,80,27040,RENT,2.0,VENTURE,10000,15.23,0,2020-08-30 04:35:00.469000+00:00,2020-08-30 02:08:10.608000+00:00,TOPEKA,OH,PRIMARY,1019,1803,477905843,6053,1903590,24504,16957,4,7,0,0,0
38300,19820807_4140,32055,78,105000,RENT,5.0,HOMEIMPROVEMENT,6100,14.09,1,2020-09-06 15:50:22.814000+00:00,2020-09-04 06:01:29.840000+00:00,MIDLAND,CT,PRIMARY,12035,7742,37161037,7851,1549651,42049,6070,1,0,0,0,0
38216,19890504_7130,98614,67,82500,RENT,8.0,EDUCATION,21500,16.07,0,2020-09-05 00:41:05.033000+00:00,2020-08-28 18:01:01.177000+00:00,BURLINGAME,ME,PRIMARY,14304,1409,171024994,2404,680873,35985,27828,0,1,0,0,0
37867,19901118_1220,15012,62,21600,RENT,16.0,DEBTCONSOLIDATION,8400,11.71,0,2020-08-29 09:00:21.578000+00:00,2020-09-04 06:38:12.305000+00:00,TEMPLE,NH,PRIMARY,908,24336,1321936932,798,1736122,7726,4354,3,0,2,0,2
38174,19761214_3483,98907,76,76500,RENT,30.0,VENTURE,16750,8.59,1,2020-09-05 16:17:07.899000+00:00,2020-09-04 07:14:54.770000+00:00,ALLENTOWN,WY,PRIMARY,1228,661,32477395,5469,1125630,4225,26881,1,1,0,0,0
37822,19481101_1943,16442,45,1440000,RENT,10.0,PERSONAL,17850,9.91,0,2020-09-01 03:23:09.068000+00:00,2020-08-29 19:42:44.722000+00:00,SPRINGERVILLE,FL,PRIMARY,1083,17338,11898969,4455,3976,37750,15875,6,5,1,0,0
38187,19920328_8880,23116,73,56100,MORTGAGE,18.0,PERSONAL,7700,10.38,1,2020-08-28 07:36:59.267000+00:00,2020-08-28 03:38:23.242000+00:00,SPRING ARBOR,VT,PRIMARY,6155,1072,175775762,3644,1941289,46283,12838,7,6,1,0,0
38344,19690310_4182,22539,54,86500,MORTGAGE,17.0,PERSONAL,5500,7.05,0,2020-09-03 05:14:49.993000+00:00,2020-09-02 21:35:59.176000+00:00,PITTSBURGH,CA,PRIMARY,5944,684,7629968,646,218336,39429,21537,4,5,0,0,0
37471,19470920_6843,30205,53,156000,MORTGAGE,23.0,HOMEIMPROVEMENT,5400,15.99,1,2020-09-03 03:43:03.830000+00:00,2020-09-04 03:53:01.211000+00:00,PLEASANT HILL,OH,PRIMARY,2218,1552,13108660,4777,436021,27079,17038,0,5,1,0,0
37469,19690910_4495,77031,43,32878,RENT,2.0,VENTURE,1500,7.74,0,2020-08-29 19:06:02.256000+00:00,2020-09-01 01:33:01.672000+00:00,WOODBURY,KY,PRIMARY,10776,1560,343340891,8187,419938,17266,13147,6,3,2,1,0
37722,19820429_5101,83857,42,96500,OWN,7.0,MEDICAL,7425,12.61,0,2020-08-31 18:49:14.553000+00:00,2020-08-26 05:08:35.876000+00:00,BLOOMFIELD,TX,PRIMARY,1592,517,14790749,7488,416010,20764,13532,1,0,0,1,2
38196,19840824_2676,72531,56,69996,MORTGAGE,15.0,EDUCATION,5800,16.49,0,2020-09-01 10:43:38.652000+00:00,2020-09-01 02:46:26.603000+00:00,OWLS HEAD,WY,PRIMARY,2075,22014,14096805,7788,484513,28666,7333,1,0,0,0,2
38608,19651022_7610,23856,69,47840,MORTGAGE,3.0,VENTURE,9150,9.62,1,2020-09-06 10:38:21.859000+00:00,2020-08-30 19:52:42.103000+00:00,MUSKOGEE,PA,PRIMARY,20688,1018,13185496,9291,1384101,23680,3505,7,1,0,0,0
38121,19830718_3344,72531,62,128000,MORTGAGE,2.0,DEBTCONSOLIDATION,9600,13.67,1,2020-08-28 19:51:08.573000+00:00,2020-09-02 10:35:14.800000+00:00,CHICKASHA,NH,PRIMARY,405,953,10084615,70,1104351,9842,29811,0,2,0,0,2
38080,19951104_1869,62690,48,28800,RENT,5.0,VENTURE,10000,12.84,1,2020-08-29 09:00:21.578000+00:00,2020-08-26 12:10:44.227000+00:00,FAYETTE,NY,PRIMARY,611,1111,19116581,5859,169445,14805,22970,0,4,2,1,0
38124,19980603_6031,73084,62,38568,OWN,11.0,DEBTCONSOLIDATION,15250,9.99,0,2020-08-29 09:55:25.276000+00:00,2020-08-27 16:56:00.098000+00:00,ARLINGTON,NY,PRIMARY,345,3051,427833273,1624,152136,3620,27312,6,1,0,0,1
37855,19490615_4586,1922,55,59200,MORTGAGE,17.0,VENTURE,3100,15.62,0,2020-09-02 07:50:03.706000+00:00,2020-08-26 01:28:21.084000+00:00,MADISON,GA,PRIMARY,254,22552,121412835,8562,1653143,8200,427,0,7,3,0,0
37734,19851212_8722,29047,53,65000,MORTGAGE,28.0,MEDICAL,7000,10.37,1,2020-08-27 02:51:43.395000+00:00,2020-09-05 22:42:33.785000+00:00,HAHIRA,RI,PRIMARY,6854,9094,71850383,6373,1808853,27264,4646,2,5,0,0,0
38250,19810808_9321,30537,60,600000,MORTGAGE,15.0,MEDICAL,11400,10.75,0,2020-09-05 03:07:54.894000+00:00,2020-09-04 21:55:53.938000+00:00,AWENDAW,AL,PRIMARY,2309,1187,24142144,7811,218336,1505,8965,3,0,0,0,0
37673,19660604_9123,53012,42,42000,MORTGAGE,14.0,VENTURE,5800,7.9,0,2020-08-27 10:30:34.212000+00:00,2020-09-04 23:27:40.102000+00:00,CANADIAN,TX,PRIMARY,331,488,27077842,8157,947110,21558,10745,0,1,0,0,0
37813,20010103_7984,14478,39,32878,RENT,5.0,PERSONAL,7000,10.08,0,2020-08-31 19:25:57.018000+00:00,2020-08-28 02:43:19.544000+00:00,DECATUR,NJ,PRIMARY,1028,35582,291429401,303,691810,45119,2187,0,1,0,0,0
37673,19870814_7631,40008,56,550000,RENT,26.0,EDUCATION,15000,14.54,0,2020-08-27 05:36:54.490000+00:00,2020-09-04 21:19:11.473000+00:00,MONTEREY PARK,MD,PRIMARY,582,1052,43277924,2169,1479250,4,2904,0,0,2,0,1
37854,19820903_8975,43360,69,53800,MORTGAGE,25.0,MEDICAL,6400,7.68,0,2020-08-26 03:00:07.247000+00:00,2020-09-02 02:01:20.286000+00:00,PLACENTIA,NE,PRIMARY,1241,1060,7964517,6856,568456,45502,12282,0,0,0,0,0
37875,19910509_6352,43521,62,51252,RENT,25.0,PERSONAL,13000,18.39,0,2020-09-06 15:32:01.582000+00:00,2020-09-04 20:24:07.775000+00:00,ROCKPORT,NJ,PRIMARY,3129,798,805824216,2720,360296,43850,824,2,2,2,1,0
37767,19520922_3945,33538,61,79500,OWN,21.0,HOMEIMPROVEMENT,10500,16.35,1,2020-09-03 17:10:38.067000+00:00,2020-08-29 13:35:40.068000+00:00,MOUNT PERRY,WI,PRIMARY,9952,445,379215740,7329,536805,25736,25250,1,1,0,0,0
38030,19830718_3344,12960,59,64200,MORTGAGE,8.0,MEDICAL,3600,17.99,0,2020-08-31 10:15:20.038000+00:00,2020-09-04 02:57:57.513000+00:00,BUCHANAN,WA,PRIMARY,2678,1150,39548326,8379,585896,40207,564,7,6,0,0,2
37710,19810524_2810,31649,60,80409,OTHER,20.0,MEDICAL,9600,12.86,0,2020-09-04 12:08:34.493000+00:00,2020-09-03 20:32:31.627000+00:00,SMITHVILLE,PA,PRIMARY,397,4226,662408800,6957,1730126,4158,27469,3,2,3,0,0
37719,19661108_9905,90731,144,75000,RENT,11.0,VENTURE,12800,8.94,0,2020-09-03 14:07:05.741000+00:00,2020-09-04 02:21:15.048000+00:00,ROCKVALE,PA,PRIMARY,14975,763,44419372,4654,1576599,22132,4826,1,0,0,0,1
38351,20010115_5719,57703,38,68000,RENT,9.0,PERSONAL,5750,16.07,0,2020-08-26 22:34:46.138000+00:00,2020-09-03 05:14:49.993000+00:00,LUMBERTON,MS,PRIMARY,775,426,114279904,5868,1229431,47271,12530,1,3,3,0,1
37979,19801027_5711,38175,36,108800,OTHER,6.0,VENTURE,5700,11.11,0,2020-09-06 00:14:19.948000+00:00,2020-09-05 08:01:34.617000+00:00,NASHWAUK,UT,PRIMARY,394,23596,34060633,4730,1593279,19049,20701,4,0,0,0,1
38120,19450430_9239,19963,84,74880,MORTGAGE,24.0,HOMEIMPROVEMENT,9150,17.49,1,2020-08-30 08:51:57.727000+00:00,2020-09-01 01:51:22.905000+00:00,IOWA CITY,ND,PRIMARY,432,1043,13538173,388,1452998,19505,5891,10,1,2,0,0
38628,19931021_7595,85342,50,28800,RENT,31.0,PERSONAL,8225,11.26,0,2020-09-01 17:45:47.003000+00:00,2020-08-28 02:43:19.544000+00:00,MATHERVILLE,SC,PRIMARY,4200,8699,1321936932,4215,405920,27002,29254,5,1,0,0,0
37765,19930605_1109,18801,57,112000,MORTGAGE,17.0,PERSONAL,5450,15.62,0,2020-08-31 01:04:43.058000+00:00,2020-09-03 22:41:00.255000+00:00,BRISBANE,KY,PRIMARY,16753,909,15694408,8826,214796,43147,28271,1,4,0,0,0
37902,19880204_4741,38961,54,119004,RENT,14.0,EDUCATION,21600,14.72,0,2020-09-01 04:18:12.766000+00:00,2020-08-26 20:26:17.509000+00:00,MALONE,AR,PRIMARY,366,3224,17933330,7296,949966,23742,29525,1,3,0,0,0
38463,19690505_5406,61263,37,720000,RENT,5.0,HOMEIMPROVEMENT,6000,8.9,0,2020-09-03 10:08:29.716000+00:00,2020-08-26 17:22:45.183000+00:00,BIOLA,OK,PRIMARY,3584,4927,19461749,1624,410146,2353,28528,10,1,2,0,2
38397,19580615_7535,88058,56,58000,RENT,25.0,MEDICAL,7425,13.8,0,2020-09-05 16:53:50.364000+00:00,2020-08-27 07:27:01.886000+00:00,POUNDING MILL,IL,PRIMARY,1423,16334,30475911,7573,1197324,35992,8732,0,2,0,0,2
38012,19990504_5978,98951,80,73000,RENT,41.0,PERSONAL,9150,7.49,1,2020-08-30 05:48:25.400000+00:00,2020-08-28 16:10:53.781000+00:00,HINGHAM,LA,PRIMARY,2976,2523,1430390507,2309,156000,21614,19158,9,2,3,1,0
38327,19810106_2190,36064,37,155000,RENT,17.0,HOMEIMPROVEMENT,2000,16.4,0,2020-08-28 15:15:50.083000+00:00,2020-09-06 03:54:34.740000+00:00,WILLARD,MN,PRIMARY,6067,19711,8453983,6056,734097,33664,11240,7,6,2,0,0
37877,19950528_9684,35611,45,80409,OTHER,11.0,MEDICAL,15250,6.03,0,2020-08-30 07:20:11.563000+00:00,2020-09-12 22:38:50.521000+00:00,OCEANPORT,IA,PRIMARY,1003,928,35649546,9211,546616,8849,2486,9,1,1,0,0
38123,19460711_1049,75488,38,49008,OWN,6.0,PERSONAL,6400,18.3,1,2020-08-31 08:25:12.642000+00:00,2020-08-31 21:16:04.414000+00:00,POMONA,CO,PRIMARY,541,2564,1230358248,4115,215067,32412,18869,8,0,3,1,2
38437,19541009_5913,37845,55,74004,MORTGAGE,24.0,EDUCATION,5500,10.08,0,2020-09-05 17:48:54.062000+00:00,2020-09-03 02:48:00.132000+00:00,CERES,OH,PRIMARY,10534,6738,9617849,4273,1703696,14750,27639,6,3,0,0,0
37936,19920404_1773,16866,78,145000,OWN,30.0,DEBTCONSOLIDATION,17850,8.88,0,2020-08-29 16:57:33.628000+00:00,2020-08-31 06:35:05.246000+00:00,LAKE CORMORANT,CA,PRIMARY,4162,1509,21480484,3998,1478237,32330,12466,2,1,0,1,0
37876,19881118_2930,3440,54,55000,OWN,5.0,PERSONAL,9150,12.69,0,2020-08-28 23:13:02.133000+00:00,2020-08-27 15:42:35.168000+00:00,DADE CITY,VA,PRIMARY,827,3512,1430390507,7080,482502,46367,15858,4,0,2,1,0
38351,19681212_7610,77868,53,261800,MORTGAGE,6.0,VENTURE,7600,10.08,0,2020-08-29 20:19:27.187000+00:00,2020-09-03 23:36:03.954000+00:00,CEDARBLUFF,PA,PRIMARY,891,663,303357697,1218,1842998,30248,22229,4,1,0,0,0
38060,19690121_2465,55806,37,7200,MORTGAGE,0.0,VENTURE,5800,11.58,0,2020-08-26 06:22:00.807000+00:00,2020-08-26 17:04:23.950000+00:00,CONOVER,WI,PRIMARY,1121,746,13403545,1813,593594,23313,22657,0,5,0,1,0
38460,19950828_2958,12960,37,68000,RENT,14.0,VENTURE,1500,18.3,1,2020-08-27 05:55:15.722000+00:00,2020-09-03 12:53:40.810000+00:00,BARTOW,OK,PRIMARY,4095,4927,772933012,732,21913,27205,23502,4,0,0,0,1
37983,19450130_2321,44089,78,35820,MORTGAGE,15.0,MEDICAL,2400,14.22,0,2020-08-29 10:32:07.742000+00:00,2020-09-02 10:16:53.568000+00:00,HAMPTON,VA,PRIMARY,723,22159,38291019,2414,1008011,29634,11975,1,0,0,1,0
38008,19961119_5905,55417,41,4000,OTHER,34.0,VENTURE,6800,6.39,0,2020-09-06 05:44:42.136000+00:00,2020-08-28 01:11:33.380000+00:00,OCALA,ND,PRIMARY,5991,24889,719451985,4372,419938,8551,5540,1,0,3,0,0
37932,19971227_4757,24066,51,60900,MORTGAGE,2.0,DEBTCONSOLIDATION,5600,10.99,1,2020-09-02 21:54:20.409000+00:00,2020-09-03 16:33:55.602000+00:00,FORT RECOVERY,MA,PRIMARY,4357,8758,355613785,2052,1406987,10547,7383,8,2,0,0,1
37740,19940418_4407,54659,62,47000,RENT,21.0,DEBTCONSOLIDATION,10500,9.45,0,2020-08-27 21:31:18.588000+00:00,2020-08-28 16:10:53.781000+00:00,LAFAYETTE,FL,PRIMARY,4790,1663,37762044,2666,1368839,43921,16957,7,7,2,0,0
38346,19480321_2609,88058,39,35820,MORTGAGE,4.0,HOMEIMPROVEMENT,15200,6.99,0,2020-08-29 14:49:04.999000+00:00,2020-08-28 07:00:16.801000+00:00,WALNUT,NJ,PRIMARY,1798,426,457829574,3644,1355405,4225,19167,0,2,0,0,0
37469,19451019_7021,24312,58,74004,RENT,8.0,MEDICAL,12000,10.65,1,2020-09-01 14:23:53.444000+00:00,2020-08-27 22:26:22.286000+00:00,HAIKU,CO,PRIMARY,354,2073,160925366,5206,941251,2314,28326,3,6,0,0,0
38236,19651125_5812,19490,42,195000,MORTGAGE,9.0,EDUCATION,10200,12.21,0,2020-08-28 03:01:40.776000+00:00,2020-08-27 05:36:54.490000+00:00,FALL RIVER,PA,PRIMARY,442,2214,14533810,4306,1384101,18474,7502,1,3,0,0,2
37942,19590618_7816,80923,42,69228,RENT,4.0,MEDICAL,34000,14.59,1,2020-08-26 05:45:18.341000+00:00,2020-09-01 15:55:39.607000+00:00,HARDY,MO,PRIMARY,463,1517,27195549,3490,949437,30469,20111,10,0,0,0,2
38514,19570925_6578,6424,52,71520,RENT,1.0,HOMEIMPROVEMENT,30000,18.25,1,2020-09-03 15:57:13.137000+00:00,2020-09-05 19:57:22.691000+00:00,ALBUQUERQUE,DE,PRIMARY,713,18688,13756664,677,458799,29263,25406,1,4,0,0,1
37908,19510305_7529,75101,43,41000,MORTGAGE,25.0,PERSONAL,4775,10.62,0,2020-08-28 22:54:40.900000+00:00,2020-08-28 07:55:20.499000+00:00,LONE ROCK,WI,PRIMARY,7894,5165,256404707,4018,1020054,9545,27359,0,2,2,1,0
38275,19540627_1591,24312,46,59617,MORTGAGE,14.0,MEDICAL,8525,11.99,0,2020-08-27 05:18:33.257000+00:00,2020-08-25 23:19:52.455000+00:00,HEMINGWAY,WV,PRIMARY,3309,1005,8172715,1650,1338361,29065,12609,0,4,0,0,2
38239,19510815_4823,40337,41,118075,RENT,5.0,PERSONAL,10000,12.21,0,2020-08-31 19:44:18.251000+00:00,2020-09-12 18:21:53.264000+00:00,TILLATOBA,GA,PRIMARY,7783,12305,120870124,5063,227181,25941,7094,0,5,2,0,0
37846,19770523_5582,2802,46,144000,MORTGAGE,8.0,HOMEIMPROVEMENT,4600,13.22,0,2020-09-13 02:37:26.546000+00:00,2020-08-27 23:03:04.752000+00:00,SURRENCY,IA,PRIMARY,362,1540,99724975,5392,1253790,43596,10059,8,3,0,1,1
38050,19840824_2676,39741,62,87000,MORTGAGE,26.0,PERSONAL,9000,17.49,0,2020-08-29 06:33:31.717000+00:00,2020-09-02 19:09:09.315000+00:00,OWEN,CA,PRIMARY,630,938,1081603665,1876,992025,20429,13786,1,3,3,0,0
38620,19681208_6537,1852,43,32400,MORTGAGE,22.0,VENTURE,15175,9.32,1,2020-08-29 08:05:17.880000+00:00,2020-08-31 00:09:39.360000+00:00,TYLER,MO,PRIMARY,8965,13181,13600635,2174,1885560,10216,9578,8,7,2,0,0
38233,19591215_7458,43910,40,138550,RENT,11.0,DEBTCONSOLIDATION,12600,18.62,0,2020-09-05 21:29:08.854000+00:00,2020-09-01 08:35:10.023000+00:00,PANAMA CITY BEACH,DE,PRIMARY,8869,4206,307230449,4095,1338361,37524,26910,8,1,1,1,0
38388,19820429_5101,18327,55,17108,RENT,2.0,EDUCATION,8150,14.65,0,2020-09-01 22:21:05.493000+00:00,2020-09-03 20:14:10.394000+00:00,SAULSBURY,PA,PRIMARY,896,1061,77486374,2371,275965,46628,8409,0,3,2,0,0
38072,19910927_8147,92808,64,46000,MORTGAGE,8.0,MEDICAL,8875,7.66,0,2020-08-27 10:30:34.212000+00:00,2020-08-26 00:51:38.618000+00:00,LINDEN,FL,PRIMARY,1047,15838,12020675,9551,1697799,42378,24372,0,1,2,1,2
38614,19960703_3449,98124,44,48450,MORTGAGE,25.0,DEBTCONSOLIDATION,14525,10.25,1,2020-08-29 08:23:39.113000+00:00,2020-09-01 17:27:25.771000+00:00,LAS VEGAS,NE,PRIMARY,2288,1555,12037786,7082,1420859,27079,26489,7,2,0,0,0
37911,19641221_1306,77484,54,360000,RENT,2.0,PERSONAL,15000,9.32,0,2020-08-31 05:03:19.083000+00:00,2020-09-01 07:58:27.558000+00:00,SOUTH CAIRO,NJ,PRIMARY,14134,1069,56725306,5896,1507155,11154,23715,10,4,0,1,0
37737,19901016_8502,72531,36,136000,MORTGAGE,14.0,HOMEIMPROVEMENT,17500,13.23,0,2020-09-05 05:53:05.988000+00:00,2020-09-05 01:36:08.731000+00:00,OWEN,NV,PRIMARY,9404,855,45732053,5323,1526668,820,19512,9,1,1,1,0
38424,19591206_5963,32829,62,22500,OWN,2.0,PERSONAL,5450,10.59,0,2020-09-04 15:12:06.820000+00:00,2020-09-11 17:35:13.417000+00:00,CHERRY VALLEY,FL,PRIMARY,1910,42640,43277924,7988,1229975,7269,15856,5,3,0,0,0
37775,19540618_9312,45247,56,84000,MORTGAGE,19.0,PERSONAL,11400,13.98,1,2020-09-05 21:47:30.087000+00:00,2020-08-27 12:02:20.376000+00:00,NORMAN,MN,PRIMARY,277,470,10084615,3395,3976,3252,5373,7,2,3,0,0
38568,19901017_6108,95320,60,38200,RENT,21.0,DEBTCONSOLIDATION,2000,15.7,0,2020-09-04 19:47:25.310000+00:00,2020-08-28 08:50:24.197000+00:00,UTICA,CT,PRIMARY,516,1043,201446930,9542,1207609,9629,26184,0,1,0,1,0
38439,19580903_3447,2327,43,42000,OWN,28.0,HOMEIMPROVEMENT,17000,6.62,0,2020-08-27 14:10:49.004000+00:00,2020-09-02 18:50:48.082000+00:00,TOPSHAM,GA,PRIMARY,1182,16525,15457933,1867,1779345,43147,4536,0,7,3,0,2
38350,19840420_5542,63848,58,75996,MORTGAGE,10.0,HOMEIMPROVEMENT,11500,9.99,0,2020-09-09 18:28:43.586000+00:00,2020-09-05 19:39:01.458000+00:00,LACEY,FL,PRIMARY,4826,15490,33832756,2371,536805,15015,15443,3,0,0,0,0
38514,19581006_6897,44491,36,41496,RENT,1.0,EDUCATION,25000,11.11,0,2020-08-31 16:04:03.459000+00:00,2020-08-28 06:41:55.569000+00:00,MOUND CITY,MD,PRIMARY,7981,663,36800712,2451,25260,8401,1091,1,7,3,0,0
38403,19860830_2602,43812,144,50000,MORTGAGE,0.0,PERSONAL,1800,11.97,0,2020-08-29 08:05:17.880000+00:00,2020-09-05 06:11:27.221000+00:00,GALAX,CT,PRIMARY,1481,5962,123275491,9620,652916,19925,3505,1,1,0,0,2
37838,19480928_2591,54162,36,103000,OTHER,1.0,DEBTCONSOLIDATION,5400,10.25,0,2020-09-02 20:40:55.478000+00:00,2020-08-28 09:45:27.895000+00:00,BURLINGAME,VA,PRIMARY,253,24889,427833273,8320,395400,47668,23502,6,0,0,0,2
38574,19931021_7595,73135,56,128000,RENT,8.0,PERSONAL,12000,10.25,1,2020-08-31 08:06:51.410000+00:00,2020-09-04 00:12:46.419000+00:00,FONTANA,TX,PRIMARY,2491,1560,5764418,9666,1062453,39429,21083,2,0,2,0,1
38033,19830228_8030,54004,54,115000,MORTGAGE,2.0,DEBTCONSOLIDATION,4375,10.0,0,2020-08-30 05:48:25.400000+00:00,2020-08-31 08:43:33.875000+00:00,FORT PIERCE,MA,PRIMARY,3629,30105,26642396,1351,1557310,27997,4083,6,6,2,0,0
38367,19770202_4332,66076,46,46680,MORTGAGE,8.0,EDUCATION,15175,12.84,1,2020-08-29 12:22:15.138000+00:00,2020-09-05 04:21:19.825000+00:00,YORKTOWN,PA,PRIMARY,323,1296,15604927,9392,1753027,11471,6946,7,1,0,0,1
37801,19690910_4495,13343,47,600000,RENT,2.0,PERSONAL,7475,6.03,0,2020-09-02 13:02:04.662000+00:00,2020-09-05 12:18:31.874000+00:00,HUNTINGTON,KY,PRIMARY,17380,14431,39063045,5086,973451,34163,28279,2,3,3,1,1
38191,19570328_3938,2191,42,52000,MORTGAGE,29.0,HOMEIMPROVEMENT,3100,15.58,1,2020-09-01 15:00:35.909000+00:00,2020-08-27 20:36:14.890000+00:00,MUSKOGEE,AR,PRIMARY,413,494,18081335,4306,1142701,35379,3093,1,0,0,0,0
38409,19850117_8250,73084,54,74568,RENT,0.0,MEDICAL,4500,10.0,0,2020-08-31 10:15:20.038000+00:00,2020-09-01 09:30:13.721000+00:00,SLIDELL,AL,PRIMARY,8886,35350,122654814,7764,65569,27079,26441,10,5,0,0,0
38025,19550401_3713,35749,51,238000,MORTGAGE,24.0,VENTURE,25000,7.49,0,2020-08-27 14:10:49.004000+00:00,2020-08-30 06:06:46.633000+00:00,MIAMI,PA,PRIMARY,1481,2964,144976961,8397,901262,13626,1744,0,0,2,0,1
38254,19750118_4263,63071,52,29500,MORTGAGE,12.0,VENTURE,9600,8.9,0,2020-08-29 09:55:25.276000+00:00,2020-08-31 02:18:07.989000+00:00,PERRYTON,WI,PRIMARY,1272,35442,34233845,4078,316276,19049,15176,7,7,0,0,0
38636,19920312_7140,24333,36,71884,RENT,30.0,EDUCATION,18125,6.99,0,2020-09-06 09:06:35.696000+00:00,2020-08-27 14:47:31.470000+00:00,JACK,OK,PRIMARY,548,1066,23586489,7823,1524090,11196,13483,6,2,0,0,2
38332,19740606_4687,28098,44,125000,MORTGAGE,23.0,PERSONAL,9975,13.92,0,2020-09-04 11:13:30.795000+00:00,2020-08-26 22:16:24.905000+00:00,OLIVEHURST,NC,PRIMARY,6137,2833,361580959,3296,675849,20776,5406,0,6,0,0,1
38077,19531113_5514,74075,40,59475,MORTGAGE,0.0,PERSONAL,19000,15.31,0,2020-09-03 03:06:21.365000+00:00,2020-09-02 13:02:04.662000+00:00,WALES,AL,PRIMARY,23793,1484,8197273,7198,359464,1726,1831,4,1,1,0,0
37905,19501205_3442,29153,44,139380,MORTGAGE,29.0,MEDICAL,6825,13.23,1,2020-08-26 10:38:58.064000+00:00,2020-09-02 13:38:47.127000+00:00,AKRON,MI,PRIMARY,558,14709,202773884,9153,546616,27728,25822,8,7,0,1,0
37220,19980603_6031,61341,73,39600,MORTGAGE,0.0,VENTURE,4000,10.39,0,2020-09-03 19:19:06.696000+00:00,2020-08-26 04:31:53.411000+00:00,HATLEY,WV,PRIMARY,10275,15967,26611407,870,282112,659,10422,6,3,0,1,1
38265,19581202_5735,75773,63,94050,MORTGAGE,20.0,DEBTCONSOLIDATION,7425,13.22,0,2020-09-04 03:34:39.978000+00:00,2020-08-29 10:32:07.742000+00:00,OAKLAND,NH,PRIMARY,5015,11396,280017244,3551,143034,15415,2139,2,1,0,0,2
38581,19901016_8502,43623,62,200000,RENT,11.0,PERSONAL,15775,8.9,0,2020-09-02 07:50:03.706000+00:00,2020-09-06 01:27:44.879000+00:00,LINDEN,MN,PRIMARY,505,4903,168531629,3254,185796,36799,6723,1,1,3,1,2
37994,19620907_5690,57703,69,71884,MORTGAGE,20.0,EDUCATION,10000,5.42,0,2020-08-30 03:03:14.306000+00:00,2020-08-26 09:07:11.901000+00:00,ELROY,OH,PRIMARY,2468,1671,123275491,961,1523776,7759,9620,8,4,3,0,0
37925,19940910_5204,38175,39,381450,OTHER,19.0,PERSONAL,25000,10.83,0,2020-09-03 12:35:19.577000+00:00,2020-09-05 22:05:51.320000+00:00,TAMPA,AL,PRIMARY,1612,7487,145879482,8342,258523,21872,19873,4,0,0,0,0
37990,19750303_8327,94559,84,101004,RENT,15.0,MEDICAL,19275,10.95,0,2020-08-31 00:09:39.360000+00:00,2020-09-05 00:41:05.033000+00:00,HYDRO,IL,PRIMARY,412,527,41883271,9539,209322,25520,7754,6,5,0,0,0
38501,19671229_4721,46806,37,58000,RENT,9.0,MEDICAL,13000,13.8,0,2020-09-11 18:48:38.348000+00:00,2020-09-02 15:28:54.523000+00:00,HAWTHORNE,AR,PRIMARY,1257,2755,110365357,8101,64475,2079,7592,5,0,0,0,0
38044,20000424_4506,65723,73,46560,OTHER,3.0,DEBTCONSOLIDATION,7475,13.43,0,2020-08-29 06:15:10.484000+00:00,2020-08-31 00:28:00.593000+00:00,HENDRICKS,MN,PRIMARY,1352,28581,23215179,4455,1994975,23982,3889,1,1,1,0,1
37999,19670502_5704,97017,41,153000,MORTGAGE,13.0,HOMEIMPROVEMENT,5800,7.49,0,2020-09-03 03:24:42.597000+00:00,2020-08-31 20:57:43.182000+00:00,SUMTER,TX,PRIMARY,7384,5219,33298186,814,236002,40749,6070,4,3,0,0,0
38026,19451216_2684,72044,70,244800,MORTGAGE,16.0,PERSONAL,24500,13.16,0,2020-09-01 07:40:06.325000+00:00,2020-09-01 08:53:31.256000+00:00,BAY SAINT LOUIS,MS,PRIMARY,637,37726,7629968,9196,1312742,49365,25894,1,0,0,0,1
37770,19830804_7529,47850,53,118000,MORTGAGE,12.0,EDUCATION,3275,11.49,0,2020-09-02 23:07:45.340000+00:00,2020-08-31 13:37:13.598000+00:00,CONOVER,UT,PRIMARY,896,1360,7205163,7748,1176105,22466,15875,2,1,2,0,0
38073,19840609_7457,77031,66,142500,RENT,14.0,PERSONAL,16000,16.32,0,2020-08-31 12:42:09.900000+00:00,2020-09-05 16:35:29.131000+00:00,SONOITA,MI,PRIMARY,1241,631,16466459,822,1506170,45041,19895,0,4,3,0,2
38159,20010229_8916,28425,45,82000,MORTGAGE,13.0,PERSONAL,4025,7.74,0,2020-08-31 04:26:36.618000+00:00,2020-09-04 22:50:57.637000+00:00,OPELOUSAS,VA,PRIMARY,5740,3845,122654814,1660,1888725,33174,27029,0,1,0,1,0
38021,19970326_2912,75930,76,74400,OWN,19.0,VENTURE,9150,8.0,0,2020-09-06 00:14:19.948000+00:00,2020-09-06 07:53:10.765000+00:00,CHINOOK,VA,PRIMARY,3152,16221,8391381,4169,958345,32412,15846,5,7,3,1,2
38175,19551130_5600,42049,51,31500,RENT,29.0,HOMEIMPROVEMENT,2700,16.15,1,2020-08-30 05:11:42.935000+00:00,2020-09-01 15:55:39.607000+00:00,ADA,TX,PRIMARY,411,10976,27285515,1055,1393220,29720,21083,1,1,0,0,0
